Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Start Date,Start Time,End Date,End Time
Zinnia,96,60,Rainy,Marriage,5760,1152.0,277,5,,2023-11-11,20:19:17,2023-11-13,23:19:17
Chrysanthemum,162,100,Sunny,Luxury Events,16200,3240.0,269,10,,2023-07-05,09:00:01,2023-07-07,12:00:01
Sunflower,128,109,Windy,Luxury Events,13952,2790.4,257,6,,2023-08-17,15:17:53,2023-08-17,22:17:53
Hibiscus,68,149,Cloudy,Weddings,10132,2026.4,273,7,,2023-08-23,18:48:33,2023-08-24,08:48:33
Rose,143,197,Cloudy,Temple,28171,5634.200000000001,281,7,6.0,2023-02-22,09:04:10,2023-02-24,05:04:10
Carnation,151,100,Sunny,High-End Customers,15100,3020.0,283,10,9.0,2023-07-15,21:47:28,2023-07-17,08:47:28
Rose,121,189,Sunny,Marriage,22869,4573.8,281,10,,2023-12-14,22:19:46,2023-12-16,14:19:46
Marigold,129,230,Rainy,Special Events,29670,5934.0,284,5,8.0,2023-04-03,10:29:15,2023-04-06,05:29:15
Rose,159,194,Sunny,Marriage,30846,6169.200000000001,281,10,,2023-05-01,10:58:08,2023-05-02,13:58:08
Zinnia,75,111,Windy,High-End Customers,8325,1665.0,277,6,9.0,2023-01-02,21:08:15,2023-01-04,13:08:15
Dahlia,157,121,Sunny,Special Events,18997,3799.4,300,10,8.0,2023-06-09,01:11:57,2023-06-11,23:11:57
Chrysanthemum,111,66,Sunny,Festivals,7326,1465.2,269,10,,2023-03-19,14:32:26,2023-03-21,08:32:26
Poppy,193,99,Rainy,Special Events,19107,3821.4,284,5,8.0,2023-08-14,10:17:33,2023-08-15,11:17:33
Hibiscus,75,235,Cloudy,Temple,17625,3525.0,273,7,6.0,2023-11-25,02:11:58,2023-11-25,14:11:58
Marigold,152,193,Cloudy,Special Events,29336,5867.200000000001,284,7,8.0,2023-09-01,20:40:45,2023-09-04,16:40:45
Gerbera,82,103,Sunny,Luxury Events,8446,1689.2,242,10,,2023-03-01,08:12:14,2023-03-03,19:12:14
Dahlia,214,10,Rainy,Corporate Events,2140,428.0,300,5,7.0,2023-06-10,16:55:19,2023-06-12,00:55:19
Rose,136,188,Sunny,Weddings,25568,5113.6,281,10,,2023-05-14,18:46:20,2023-05-16,11:46:20
Daisy,106,68,Windy,Temple,7208,1441.6,285,6,6.0,2023-01-23,01:00:08,2023-01-23,02:00:08
Tulip,296,87,Sunny,Daily Consumers,25752,5150.400000000001,257,10,,2023-11-24,17:36:49,2023-11-27,08:36:49
Marigold,187,195,Rainy,Festivals,36465,7293.0,284,5,,2023-09-15,22:17:26,2023-09-17,03:17:26
Gerbera,152,251,Rainy,Corporate Events,38152,7630.400000000001,242,5,7.0,2023-01-21,11:30:11,2023-01-21,21:30:11
Lavender,239,82,Windy,Weddings,19598,3919.6,284,6,,2023-06-13,20:25:48,2023-06-15,18:25:48
Tulip,228,127,Sunny,Daily Consumers,28956,5791.200000000001,257,10,,2023-02-19,01:22:25,2023-02-19,13:22:25
Zinnia,134,137,Rainy,Special Events,18358,3671.6,277,5,8.0,2023-11-16,02:39:55,2023-11-17,18:39:55
Lavender,184,19,Sunny,Daily Consumers,3496,699.2,284,10,,2023-05-04,14:37:08,2023-05-07,08:37:08
Chrysanthemum,136,102,Sunny,Luxury Events,13872,2774.4,269,10,,2023-01-19,05:21:47,2023-01-22,02:21:47
Rose,164,142,Cloudy,Weddings,23288,4657.6,281,7,,2023-10-09,22:55:54,2023-10-10,13:55:54
Chrysanthemum,185,32,Windy,Weddings,5920,1184.0,269,6,,2023-03-12,08:57:31,2023-03-13,05:57:31
Poppy,257,10,Windy,Corporate Events,2570,514.0,284,6,7.0,2023-12-30,22:53:37,2024-01-01,18:53:37
Marigold,154,137,Cloudy,Festivals,21098,4219.6,284,7,,2023-03-13,10:04:48,2023-03-15,10:04:48
Tulip,245,10,Windy,Marriage,2450,490.0,257,6,,2023-09-20,06:23:56,2023-09-20,07:23:56
Jasmine,101,82,Sunny,Corporate Events,8282,1656.4,293,10,7.0,2023-12-12,14:19:10,2023-12-13,04:19:10
Geranium,137,126,Rainy,Festivals,17262,3452.4,264,5,,2023-10-11,13:45:33,2023-10-11,22:45:33
Carnation,166,136,Rainy,Temple,22576,4515.2,283,5,6.0,2023-02-22,02:07:29,2023-02-24,03:07:29
Sunflower,144,175,Rainy,Temple,25200,5040.0,257,5,6.0,2023-02-25,15:08:23,2023-02-27,22:08:23
Tulip,290,33,Cloudy,Corporate Events,9570,1914.0,257,7,7.0,2023-06-21,01:06:18,2023-06-23,09:06:18
Lavender,190,46,Sunny,Special Events,8740,1748.0,284,10,8.0,2023-11-04,10:57:24,2023-11-05,22:57:24
Calla Lily,224,133,Windy,Temple,29792,5958.400000000001,298,6,6.0,2023-05-25,14:19:53,2023-05-27,09:19:53
Orchid,291,27,Rainy,Corporate Events,7857,1571.4,289,5,7.0,2023-06-27,20:40:30,2023-06-28,10:40:30
Hibiscus,128,94,Windy,Temple,12032,2406.4,273,6,6.0,2023-05-13,14:20:25,2023-05-13,22:20:25
Carnation,184,129,Rainy,Special Events,23736,4747.2,283,5,8.0,2023-11-17,02:40:43,2023-11-18,02:40:43
Hibiscus,71,205,Cloudy,Luxury Events,14555,2911.0,273,7,,2023-06-01,06:13:09,2023-06-01,20:13:09
Geranium,111,55,Cloudy,Luxury Events,6105,1221.0,264,7,,2023-07-23,08:03:48,2023-07-25,02:03:48
Zinnia,134,100,Cloudy,Daily Consumers,13400,2680.0,277,7,,2023-07-06,10:37:48,2023-07-07,09:37:48
Rose,170,157,Windy,High-End Customers,26690,5338.0,281,6,9.0,2023-07-09,05:20:37,2023-07-09,08:20:37
Zinnia,146,205,Sunny,Corporate Events,29930,5986.0,277,10,7.0,2023-10-27,06:42:47,2023-10-29,07:42:47
Sunflower,148,128,Cloudy,Daily Consumers,18944,3788.8,257,7,,2023-10-02,08:53:58,2023-10-02,23:53:58
Jasmine,96,58,Cloudy,Marriage,5568,1113.6,293,7,,2023-09-15,13:49:34,2023-09-17,18:49:34
Lavender,194,29,Rainy,Luxury Events,5626,1125.2,284,5,,2023-04-08,18:44:46,2023-04-11,17:44:46
Gerbera,151,225,Windy,Weddings,33975,6795.0,242,6,,2023-01-02,21:45:10,2023-01-04,03:45:10
Calla Lily,256,53,Cloudy,Marriage,13568,2713.6000000000004,298,7,,2023-06-29,18:12:05,2023-07-01,03:12:05
Lily,220,16,Rainy,High-End Customers,3520,704.0,280,5,9.0,2023-09-30,13:39:20,2023-10-01,06:39:20
Geranium,150,141,Cloudy,Weddings,21150,4230.0,264,7,,2023-02-27,23:49:07,2023-03-02,06:49:07
Calla Lily,264,91,Sunny,Festivals,24024,4804.8,298,10,,2023-01-30,19:21:18,2023-01-31,04:21:18
Hibiscus,65,140,Rainy,High-End Customers,9100,1820.0,273,5,9.0,2023-07-28,15:37:52,2023-07-30,18:37:52
Sunflower,142,47,Windy,Corporate Events,6674,1334.8000000000002,257,6,7.0,2023-04-21,00:06:11,2023-04-21,21:06:11
Gerbera,149,172,Sunny,Daily Consumers,25628,5125.6,242,10,,2023-09-21,21:14:12,2023-09-22,20:14:12
Orchid,273,10,Cloudy,Corporate Events,2730,546.0,289,7,7.0,2023-12-29,16:54:05,2023-12-30,22:54:05
Orchid,333,68,Windy,Luxury Events,22644,4528.8,289,6,,2023-04-26,10:22:49,2023-04-28,23:22:49
Dahlia,164,68,Cloudy,Marriage,11152,2230.4,300,7,,2023-02-23,10:05:40,2023-02-24,14:05:40
Lavender,237,10,Windy,Festivals,2370,474.0,284,6,,2023-07-17,18:19:46,2023-07-20,05:19:46
Chrysanthemum,121,56,Sunny,Festivals,6776,1355.2,269,10,,2023-11-17,23:49:00,2023-11-19,04:49:00
Orchid,312,82,Sunny,Daily Consumers,25584,5116.8,289,10,,2023-12-18,14:15:02,2023-12-19,17:15:02
Calla Lily,273,28,Rainy,Luxury Events,7644,1528.8000000000002,298,5,,2023-03-20,17:23:09,2023-03-23,06:23:09
Chrysanthemum,189,168,Cloudy,Weddings,31752,6350.400000000001,269,7,,2023-07-30,08:50:23,2023-07-31,16:50:23
Lavender,235,18,Windy,High-End Customers,4230,846.0,284,6,9.0,2023-03-27,05:58:32,2023-03-28,09:58:32
Geranium,173,163,Sunny,Luxury Events,28199,5639.8,264,10,,2023-07-26,21:48:58,2023-07-28,20:48:58
Hibiscus,100,140,Cloudy,Temple,14000,2800.0,273,7,6.0,2023-10-13,02:43:43,2023-10-14,09:43:43
Jasmine,81,111,Sunny,Daily Consumers,8991,1798.2,293,10,,2023-03-14,22:30:48,2023-03-17,11:30:48
Chrysanthemum,150,116,Cloudy,High-End Customers,17400,3480.0,269,7,9.0,2023-09-11,01:41:42,2023-09-13,01:41:42
Jasmine,116,157,Sunny,Luxury Events,18212,3642.4,293,10,,2023-12-30,11:52:33,2024-01-01,04:52:33
Daisy,102,141,Windy,Luxury Events,14382,2876.4,285,6,,2023-07-14,03:08:02,2023-07-15,14:08:02
Chrysanthemum,182,144,Sunny,High-End Customers,26208,5241.6,269,10,9.0,2023-11-29,07:29:30,2023-12-01,10:29:30
Carnation,133,203,Cloudy,Marriage,26999,5399.8,283,7,,2023-12-06,11:10:42,2023-12-09,07:10:42
Sunflower,135,53,Cloudy,Daily Consumers,7155,1431.0,257,7,,2023-07-23,14:17:05,2023-07-24,15:17:05
Lily,164,81,Windy,Temple,13284,2656.8,280,6,6.0,2023-01-13,02:41:42,2023-01-14,14:41:42
Daisy,104,145,Cloudy,Festivals,15080,3016.0,285,7,,2023-01-06,08:04:00,2023-01-08,15:04:00
Tulip,292,93,Cloudy,Daily Consumers,27156,5431.200000000001,257,7,,2023-07-26,01:06:19,2023-07-27,11:06:19
Calla Lily,277,93,Sunny,Daily Consumers,25761,5152.200000000001,298,10,,2023-04-21,19:09:07,2023-04-22,07:09:07
Sunflower,148,72,Windy,Weddings,10656,2131.2000000000003,257,6,,2023-10-11,07:40:04,2023-10-13,19:40:04
Orchid,278,10,Windy,Temple,2780,556.0,289,6,6.0,2023-09-19,00:55:27,2023-09-19,05:55:27
Chrysanthemum,162,35,Rainy,Temple,5670,1134.0,269,5,6.0,2023-12-27,14:16:51,2023-12-27,15:16:51
Zinnia,127,155,Windy,Corporate Events,19685,3937.0,277,6,7.0,2023-10-07,21:35:07,2023-10-10,13:35:07
Zinnia,145,201,Windy,Festivals,29145,5829.0,277,6,,2023-12-25,19:23:03,2023-12-28,04:23:03
Lavender,205,10,Rainy,Temple,2050,410.0,284,5,6.0,2023-05-31,11:36:22,2023-05-31,15:36:22
Lily,166,16,Sunny,Special Events,2656,531.2,280,10,8.0,2023-12-18,16:45:16,2023-12-21,15:45:16
Hibiscus,84,236,Windy,High-End Customers,19824,3964.8,273,6,9.0,2023-08-22,01:31:04,2023-08-22,16:31:04
Sunflower,106,107,Windy,Corporate Events,11342,2268.4,257,6,7.0,2023-02-18,19:40:22,2023-02-19,04:40:22
Carnation,201,70,Windy,Weddings,14070,2814.0,283,6,,2023-06-11,05:48:11,2023-06-13,11:48:11
Calla Lily,279,107,Cloudy,Weddings,29853,5970.6,298,7,,2023-05-10,12:39:11,2023-05-13,05:39:11
Carnation,164,210,Windy,Luxury Events,34440,6888.0,283,6,,2023-07-28,13:21:27,2023-07-31,06:21:27
Daisy,100,73,Cloudy,Daily Consumers,7300,1460.0,285,7,,2023-12-23,02:35:47,2023-12-24,19:35:47
Lily,202,138,Sunny,Special Events,27876,5575.200000000001,280,10,8.0,2023-01-19,12:38:40,2023-01-19,14:38:40
Calla Lily,253,129,Cloudy,Marriage,32637,6527.400000000001,298,7,,2023-12-09,21:54:33,2023-12-11,23:54:33
Rose,169,222,Rainy,Daily Consumers,37518,7503.6,281,5,,2023-10-20,16:08:11,2023-10-22,20:08:11
Rose,96,208,Sunny,Festivals,19968,3993.6,281,10,,2023-09-02,21:21:04,2023-09-04,05:21:04
Rose,163,203,Windy,Festivals,33089,6617.8,281,6,,2023-01-22,21:47:45,2023-01-23,15:47:45
Lavender,246,108,Windy,Weddings,26568,5313.6,284,6,,2023-04-07,07:54:06,2023-04-07,15:54:06
Hibiscus,137,237,Sunny,Temple,32469,6493.8,273,10,6.0,2023-06-08,08:05:03,2023-06-10,05:05:03
Orchid,332,92,Cloudy,Daily Consumers,30544,6108.8,289,7,,2023-02-13,02:52:30,2023-02-15,23:52:30
Poppy,263,97,Rainy,Marriage,25511,5102.200000000001,284,5,,2023-03-07,16:58:02,2023-03-09,06:58:02
Daisy,93,202,Sunny,Corporate Events,18786,3757.2,285,10,7.0,2023-01-27,16:48:24,2023-01-28,09:48:24
Tulip,222,10,Rainy,High-End Customers,2220,444.0,257,5,9.0,2023-04-19,23:11:23,2023-04-22,06:11:23
Daisy,118,132,Windy,Daily Consumers,15576,3115.2000000000003,285,6,,2023-12-19,04:20:20,2023-12-21,01:20:20
Zinnia,115,157,Sunny,Weddings,18055,3611.0,277,10,,2023-09-17,04:46:02,2023-09-18,06:46:02
Lily,187,20,Cloudy,Corporate Events,3740,748.0,280,7,7.0,2023-09-01,16:58:45,2023-09-03,02:58:45
Sunflower,169,196,Rainy,Corporate Events,33124,6624.8,257,5,7.0,2023-06-01,15:01:21,2023-06-04,12:01:21
Tulip,297,71,Rainy,Temple,21087,4217.400000000001,257,5,6.0,2023-03-25,15:46:06,2023-03-27,18:46:06
Hibiscus,72,219,Sunny,Festivals,15768,3153.6000000000004,273,10,,2023-08-07,19:27:35,2023-08-10,09:27:35
Calla Lily,223,18,Cloudy,Marriage,4014,802.8000000000001,298,7,,2023-03-03,11:02:22,2023-03-06,11:02:22
Sunflower,136,51,Cloudy,Special Events,6936,1387.2,257,7,8.0,2023-12-11,10:37:32,2023-12-13,10:37:32
Poppy,270,32,Sunny,Marriage,8640,1728.0,284,10,,2023-12-09,21:54:40,2023-12-12,15:54:40
Zinnia,105,208,Windy,Corporate Events,21840,4368.0,277,6,7.0,2023-04-14,09:00:29,2023-04-16,13:00:29
Orchid,322,10,Windy,Festivals,3220,644.0,289,6,,2023-07-23,07:08:26,2023-07-24,05:08:26
Orchid,349,89,Rainy,Luxury Events,31061,6212.200000000001,289,5,,2023-03-12,17:44:44,2023-03-15,17:44:44
Marigold,123,211,Sunny,Marriage,25953,5190.6,284,10,,2023-12-06,04:14:44,2023-12-06,09:14:44
Poppy,219,10,Windy,Special Events,2190,438.0,284,6,8.0,2023-08-05,22:41:26,2023-08-07,00:41:26
Lily,151,156,Rainy,Corporate Events,23556,4711.2,280,5,7.0,2023-09-21,08:33:01,2023-09-22,22:33:01
Jasmine,97,173,Windy,Corporate Events,16781,3356.2000000000003,293,6,7.0,2023-09-02,14:59:08,2023-09-04,08:59:08
Rose,104,134,Cloudy,Luxury Events,13936,2787.2000000000003,281,7,,2023-06-01,10:32:09,2023-06-04,01:32:09
Marigold,131,134,Cloudy,Daily Consumers,17554,3510.8,284,7,,2023-01-29,01:25:51,2023-01-30,17:25:51
Daisy,96,144,Windy,Marriage,13824,2764.8,285,6,,2023-08-29,00:39:01,2023-08-31,12:39:01
Hibiscus,126,155,Cloudy,Corporate Events,19530,3906.0,273,7,7.0,2023-01-12,15:42:49,2023-01-14,01:42:49
Zinnia,108,202,Windy,Weddings,21816,4363.2,277,6,,2023-06-07,10:57:03,2023-06-10,01:57:03
Rose,94,155,Sunny,Corporate Events,14570,2914.0,281,10,7.0,2023-01-31,16:59:11,2023-02-02,06:59:11
Jasmine,141,131,Cloudy,Marriage,18471,3694.2,293,7,,2023-05-31,00:45:48,2023-06-02,00:45:48
Rose,157,208,Windy,Festivals,32656,6531.200000000001,281,6,,2023-03-10,01:31:19,2023-03-10,23:31:19
Geranium,110,122,Cloudy,Festivals,13420,2684.0,264,7,,2023-04-09,23:52:57,2023-04-12,18:52:57
Chrysanthemum,137,100,Cloudy,Corporate Events,13700,2740.0,269,7,7.0,2023-06-03,02:42:06,2023-06-04,08:42:06
Rose,97,79,Windy,Weddings,7663,1532.6,281,6,,2023-09-11,16:01:29,2023-09-12,17:01:29
Lavender,205,89,Windy,Special Events,18245,3649.0,284,6,8.0,2023-04-06,08:27:28,2023-04-08,03:27:28
Calla Lily,282,66,Sunny,High-End Customers,18612,3722.4,298,10,9.0,2023-12-25,02:21:36,2023-12-27,04:21:36
Geranium,178,109,Rainy,Weddings,19402,3880.4,264,5,,2023-03-23,11:36:18,2023-03-24,11:36:18
Lily,199,74,Windy,Corporate Events,14726,2945.2000000000003,280,6,7.0,2023-05-23,12:33:24,2023-05-24,02:33:24
Geranium,138,78,Rainy,Temple,10764,2152.8,264,5,6.0,2023-05-24,00:50:28,2023-05-24,15:50:28
Carnation,191,97,Cloudy,Corporate Events,18527,3705.4,283,7,7.0,2023-08-30,08:34:57,2023-08-31,09:34:57
Marigold,139,182,Sunny,Special Events,25298,5059.6,284,10,8.0,2023-10-02,07:21:43,2023-10-04,12:21:43
Orchid,302,10,Sunny,Corporate Events,3020,604.0,289,10,7.0,2023-01-02,17:56:54,2023-01-05,14:56:54
Orchid,317,59,Windy,Daily Consumers,18703,3740.6,289,6,,2023-05-03,18:25:34,2023-05-04,20:25:34
Orchid,291,105,Windy,Weddings,30555,6111.0,289,6,,2023-12-20,04:13:49,2023-12-22,11:13:49
Lavender,203,127,Cloudy,Special Events,25781,5156.200000000001,284,7,8.0,2023-06-05,09:03:27,2023-06-07,21:03:27
Daisy,153,124,Rainy,Festivals,18972,3794.4,285,5,,2023-11-02,05:21:29,2023-11-04,17:21:29
Poppy,246,10,Sunny,Special Events,2460,492.0,284,10,8.0,2023-07-05,22:26:07,2023-07-08,12:26:07
Sunflower,141,195,Sunny,Luxury Events,27495,5499.0,257,10,,2023-08-03,16:44:58,2023-08-03,20:44:58
Marigold,160,188,Cloudy,Luxury Events,30080,6016.0,284,7,,2023-05-23,13:16:01,2023-05-26,05:16:01
Marigold,140,207,Cloudy,Festivals,28980,5796.0,284,7,,2023-07-06,10:43:26,2023-07-08,21:43:26
Sunflower,158,154,Rainy,Special Events,24332,4866.400000000001,257,5,8.0,2023-01-02,09:20:03,2023-01-04,03:20:03
Tulip,220,10,Cloudy,Temple,2200,440.0,257,7,6.0,2023-07-30,04:14:30,2023-08-02,01:14:30
Geranium,125,151,Cloudy,Special Events,18875,3775.0,264,7,8.0,2023-05-06,04:19:56,2023-05-08,19:19:56
Daisy,112,186,Rainy,Weddings,20832,4166.400000000001,285,5,,2023-02-01,08:49:30,2023-02-01,14:49:30
Jasmine,147,121,Windy,Corporate Events,17787,3557.4,293,6,7.0,2023-11-15,22:17:34,2023-11-17,01:17:34
Tulip,288,49,Windy,Weddings,14112,2822.4,257,6,,2023-04-10,11:19:48,2023-04-11,14:19:48
Marigold,132,200,Rainy,Festivals,26400,5280.0,284,5,,2023-09-05,05:57:43,2023-09-07,04:57:43
Dahlia,159,138,Rainy,Daily Consumers,21942,4388.400000000001,300,5,,2023-11-15,07:35:19,2023-11-17,21:35:19
Lavender,220,65,Windy,Marriage,14300,2860.0,284,6,,2023-11-20,23:48:31,2023-11-22,10:48:31
Gerbera,134,201,Cloudy,Marriage,26934,5386.8,242,7,,2023-06-30,22:39:40,2023-07-01,06:39:40
Gerbera,126,167,Windy,Luxury Events,21042,4208.400000000001,242,6,,2023-12-18,03:56:02,2023-12-18,08:56:02
Gerbera,111,258,Rainy,Weddings,28638,5727.6,242,5,,2023-11-19,09:55:16,2023-11-20,10:55:16
Calla Lily,284,121,Cloudy,Daily Consumers,34364,6872.8,298,7,,2023-05-23,21:58:17,2023-05-26,03:58:17
Calla Lily,224,127,Sunny,Marriage,28448,5689.6,298,10,,2023-03-10,05:44:49,2023-03-11,18:44:49
Hibiscus,107,130,Rainy,Marriage,13910,2782.0,273,5,,2023-11-08,16:02:24,2023-11-10,13:02:24
Daisy,153,172,Sunny,High-End Customers,26316,5263.200000000001,285,10,9.0,2023-10-10,04:51:54,2023-10-11,08:51:54
Marigold,177,148,Rainy,Corporate Events,26196,5239.200000000001,284,5,7.0,2023-01-23,04:14:55,2023-01-24,23:14:55
Chrysanthemum,136,30,Sunny,Special Events,4080,816.0,269,10,8.0,2023-10-17,18:30:10,2023-10-18,11:30:10
Tulip,297,10,Windy,Marriage,2970,594.0,257,6,,2023-05-27,18:13:00,2023-05-29,10:13:00
Marigold,162,144,Rainy,Weddings,23328,4665.6,284,5,,2023-02-14,14:09:00,2023-02-16,06:09:00
Chrysanthemum,167,53,Cloudy,Corporate Events,8851,1770.2,269,7,7.0,2023-11-18,22:25:00,2023-11-21,04:25:00
Daisy,121,176,Windy,Special Events,21296,4259.2,285,6,8.0,2023-01-31,21:39:00,2023-02-03,15:39:00
Orchid,290,10,Sunny,Festivals,2900,580.0,289,10,,2023-03-16,16:59:40,2023-03-18,01:59:40
Lavender,201,121,Rainy,Luxury Events,24321,4864.2,284,5,,2023-11-25,15:24:31,2023-11-27,19:24:31
Daisy,94,127,Cloudy,Weddings,11938,2387.6,285,7,,2023-03-09,09:13:19,2023-03-12,09:13:19
Lily,194,137,Sunny,Temple,26578,5315.6,280,10,6.0,2023-09-04,03:04:30,2023-09-07,03:04:30
Daisy,143,95,Rainy,Festivals,13585,2717.0,285,5,,2023-07-11,07:08:51,2023-07-13,13:08:51
Jasmine,148,25,Sunny,Daily Consumers,3700,740.0,293,10,,2023-05-02,07:41:36,2023-05-03,17:41:36
Lily,164,80,Rainy,Festivals,13120,2624.0,280,5,,2023-03-10,23:51:06,2023-03-13,19:51:06
Orchid,295,39,Sunny,Temple,11505,2301.0,289,10,6.0,2023-09-29,11:41:18,2023-09-30,22:41:18
Rose,114,206,Sunny,High-End Customers,23484,4696.8,281,10,9.0,2023-05-26,20:39:10,2023-05-29,16:39:10
Daisy,113,129,Rainy,Marriage,14577,2915.4,285,5,,2023-12-24,18:23:22,2023-12-25,04:23:22
Orchid,323,10,Cloudy,Daily Consumers,3230,646.0,289,7,,2023-01-14,02:28:53,2023-01-14,13:28:53
Marigold,142,148,Rainy,Daily Consumers,21016,4203.2,284,5,,2023-09-20,15:33:42,2023-09-22,10:33:42
Dahlia,212,137,Windy,Weddings,29044,5808.8,300,6,,2023-08-02,21:48:11,2023-08-04,23:48:11
Jasmine,116,24,Windy,Daily Consumers,2784,556.8000000000001,293,6,,2023-04-19,20:49:13,2023-04-20,02:49:13
Lavender,177,43,Windy,Marriage,7611,1522.2,284,6,,2023-12-21,07:09:41,2023-12-21,18:09:41
Geranium,130,171,Sunny,Weddings,22230,4446.0,264,10,,2023-11-05,10:51:28,2023-11-05,18:51:28
Hibiscus,128,104,Rainy,Festivals,13312,2662.4,273,5,,2023-09-21,20:34:16,2023-09-24,04:34:16
Jasmine,76,151,Windy,Daily Consumers,11476,2295.2000000000003,293,6,,2023-06-26,11:31:07,2023-06-28,16:31:07
Calla Lily,247,13,Sunny,Daily Consumers,3211,642.2,298,10,,2023-09-05,12:42:38,2023-09-07,07:42:38
Calla Lily,226,19,Cloudy,Daily Consumers,4294,858.8000000000001,298,7,,2023-03-20,14:51:22,2023-03-23,12:51:22
Tulip,259,55,Cloudy,High-End Customers,14245,2849.0,257,7,9.0,2023-03-15,05:06:11,2023-03-15,20:06:11
Gerbera,84,109,Cloudy,Daily Consumers,9156,1831.2,242,7,,2023-08-28,23:35:24,2023-08-30,23:35:24
Carnation,191,129,Rainy,Weddings,24639,4927.8,283,5,,2023-03-03,23:59:56,2023-03-06,07:59:56
Daisy,117,193,Windy,Temple,22581,4516.2,285,6,6.0,2023-04-15,22:45:25,2023-04-17,18:45:25
Lily,223,122,Windy,Corporate Events,27206,5441.200000000001,280,6,7.0,2023-02-15,15:01:37,2023-02-18,02:01:37
Poppy,224,10,Rainy,Festivals,2240,448.0,284,5,,2023-06-18,23:08:01,2023-06-20,23:08:01
Marigold,137,244,Windy,Corporate Events,33428,6685.6,284,6,7.0,2023-09-26,18:10:41,2023-09-27,14:10:41
Daisy,156,86,Windy,Marriage,13416,2683.2000000000003,285,6,,2023-01-01,16:29:24,2023-01-02,20:29:24
Hibiscus,118,227,Rainy,Luxury Events,26786,5357.200000000001,273,5,,2023-05-09,01:02:26,2023-05-09,13:02:26
Dahlia,184,20,Sunny,Weddings,3680,736.0,300,10,,2023-07-27,03:00:55,2023-07-27,14:00:55
Carnation,194,69,Sunny,Special Events,13386,2677.2000000000003,283,10,8.0,2023-02-03,18:18:08,2023-02-05,10:18:08
Lily,187,89,Sunny,Marriage,16643,3328.6000000000004,280,10,,2023-10-16,04:49:56,2023-10-18,07:49:56
Sunflower,107,136,Rainy,Luxury Events,14552,2910.4,257,5,,2023-06-25,23:11:09,2023-06-26,04:11:09
Sunflower,138,191,Sunny,Weddings,26358,5271.6,257,10,,2023-04-14,04:50:38,2023-04-16,20:50:38
Orchid,347,10,Windy,Festivals,3470,694.0,289,6,,2023-02-04,11:37:41,2023-02-06,04:37:41
Poppy,224,90,Windy,Weddings,20160,4032.0,284,6,,2023-09-20,13:19:09,2023-09-22,19:19:09
Hibiscus,138,140,Rainy,Corporate Events,19320,3864.0,273,5,7.0,2023-04-17,14:28:33,2023-04-20,09:28:33
Chrysanthemum,156,103,Windy,Festivals,16068,3213.6000000000004,269,6,,2023-01-10,21:08:21,2023-01-13,04:08:21
Dahlia,203,133,Cloudy,Corporate Events,26999,5399.8,300,7,7.0,2023-09-29,08:00:15,2023-10-01,04:00:15
Daisy,98,75,Cloudy,Weddings,7350,1470.0,285,7,,2023-12-15,05:59:01,2023-12-16,12:59:01
Gerbera,126,232,Cloudy,Luxury Events,29232,5846.400000000001,242,7,,2023-08-31,13:20:24,2023-09-01,15:20:24
Lavender,208,14,Rainy,Marriage,2912,582.4,284,5,,2023-10-07,19:47:04,2023-10-10,10:47:04
Dahlia,198,40,Sunny,Temple,7920,1584.0,300,10,6.0,2023-01-14,22:05:36,2023-01-16,04:05:36
Zinnia,97,141,Rainy,Temple,13677,2735.4,277,5,6.0,2023-04-28,00:24:29,2023-04-28,20:24:29
Geranium,144,136,Rainy,Weddings,19584,3916.8,264,5,,2023-08-12,05:03:59,2023-08-12,10:03:59
Rose,106,80,Sunny,Festivals,8480,1696.0,281,10,,2023-06-06,23:12:22,2023-06-08,06:12:22
Chrysanthemum,111,133,Sunny,Temple,14763,2952.6000000000004,269,10,6.0,2023-03-05,00:01:19,2023-03-05,10:01:19
Dahlia,219,84,Cloudy,Special Events,18396,3679.2,300,7,8.0,2023-11-16,17:05:56,2023-11-18,21:05:56
Geranium,155,43,Cloudy,Corporate Events,6665,1333.0,264,7,7.0,2023-05-28,17:13:10,2023-05-30,09:13:10
Carnation,210,110,Cloudy,Weddings,23100,4620.0,283,7,,2023-08-16,10:08:05,2023-08-19,09:08:05
Lavender,170,130,Cloudy,Luxury Events,22100,4420.0,284,7,,2023-12-22,12:44:41,2023-12-23,22:44:41
Calla Lily,223,35,Windy,Daily Consumers,7805,1561.0,298,6,,2023-03-03,17:53:32,2023-03-03,20:53:32
Hibiscus,73,234,Rainy,Marriage,17082,3416.4,273,5,,2023-07-20,17:13:18,2023-07-22,09:13:18
Hibiscus,117,206,Rainy,Daily Consumers,24102,4820.400000000001,273,5,,2023-10-14,01:35:50,2023-10-14,08:35:50
Marigold,120,203,Sunny,High-End Customers,24360,4872.0,284,10,9.0,2023-09-07,14:03:16,2023-09-08,04:03:16
Marigold,129,232,Sunny,High-End Customers,29928,5985.6,284,10,9.0,2023-12-02,16:55:34,2023-12-03,03:55:34
Sunflower,136,145,Sunny,High-End Customers,19720,3944.0,257,10,9.0,2023-06-16,12:53:25,2023-06-18,12:53:25
Lily,150,73,Rainy,Festivals,10950,2190.0,280,5,,2023-04-22,04:49:04,2023-04-23,13:49:04
