,MRP (₹),Qty Sold (kg),Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score,Weather_Cloudy,Weather_Rainy,Weather_Sunny,Weather_Windy,Customer Segment_Corporate Events,Customer Segment_Daily Consumers,Customer Segment_Festivals,Customer Segment_High-End Customers,Customer Segment_Luxury Events,Customer Segment_Marriage,Customer Segment_Special Events,Customer Segment_Temple,Customer Segment_Weddings,0
231,-0.6839510555422315,1.9342327077550483,1.3818901648050068,1.3818901648050066,0.38890491484242945,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,11
232,-0.20788565377058515,1.3677617918780491,1.504749079411466,1.5047490794114662,0.18057811350072758,1.611834802439346,0.38773968134924436,0,0,1,0,0,0,0,0,0,1,0,0,0,14
233,-1.5408687787311948,0.06173162471718996,-0.8480618184219231,-0.8480618184219232,-0.0971909549548749,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,17
235,-0.9695902966052192,-0.6463570201290589,-0.9524292127177162,-0.9524292127177162,-0.6527290918660799,1.611834802439346,-0.3218215326711976,0,0,1,0,0,0,1,0,0,0,0,0,0,2
236,0.33165513490394727,-0.12709201390847644,0.278353842536276,0.2783538425362759,0.38890491484242945,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,13
237,-1.5408687787311948,2.012909223849076,0.12352653688425863,0.12352653688425848,-0.3749600234104774,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,7
238,-0.318967580850636,1.3520264886592437,1.346996561506914,1.346996561506914,0.38890491484242945,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,11
240,0.6649009161440997,-1.5275340003821687,-1.494220310633615,-1.494220310633615,1.4999811886648393,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,3
242,-1.0489345302338269,-0.6148864136914479,-0.9647568929248268,-0.9647568929248269,0.45834718195633006,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,4
243,1.9661463476532661,-0.31591565253414283,0.9725693931824672,0.9725693931824672,-1.4860362972328873,1.611834802439346,-0.7948623420181596,0,0,1,0,0,1,0,0,0,0,0,0,0,16
244,0.23644205454961803,1.3834970950968546,2.091776495375491,2.0917764953754907,0.38890491484242945,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,1,0,0,0,0,0,0,11
245,-0.318967580850636,2.2646740753499643,2.2680205335907093,2.2680205335907093,-2.5276703039413966,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,6
247,0.8870647703042013,0.31349647621807847,1.307297252365371,1.3072972523653712,-1.4860362972328873,1.611834802439346,0.38773968134924436,0,0,1,0,0,1,0,0,0,0,0,0,0,16
248,-0.6046068219136237,0.47084950840613377,0.20010441478097168,0.20010441478097146,-0.0971909549548749,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,17
249,0.1888355143724534,-1.385916271412919,-1.352556460118004,-1.3525564601180038,0.38890491484242945,1.611834802439346,1.3338213000431673,0,0,1,0,0,1,0,0,0,0,0,0,0,9
251,-0.12854142014197745,0.5495260245001614,0.71515071495941,0.7151507149594099,0.18057811350072758,-0.0016391540363787948,0.38773968134924436,1,0,0,0,0,0,0,0,0,0,0,0,1,14
252,0.20470436109817494,-1.181357329568447,-1.099316656541425,-1.099316656541425,-0.6527290918660799,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,0,0,0,0,0,0,1,2
254,-0.28722988739919286,0.47084950840613377,0.4863573280647284,0.4863573280647284,0.38890491484242945,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,1,0,0,0,0,0,0,11
255,1.1568351646414674,-1.5275340003821687,-1.461834032123409,-1.461834032123409,-1.4860362972328873,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,0,0,0,1,0,0,0,16
256,-1.1282787638624345,-0.3945921686281705,-0.8525541086668872,-0.8525541086668872,1.013885318867535,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,8
257,-0.5570002817364591,0.29776117299927296,0.08560324946746896,0.08560324946746886,-0.999940427435583,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,1,0,0,0,0,0,0,5
258,-0.09680372669053436,0.45511420518732826,0.640766746252098,0.6407667462520976,0.31946264772852884,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,1
260,1.870933267298937,-1.1656220263496415,-0.717994345050289,-0.7179943450502891,-1.4860362972328873,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,16
262,0.8235893834013152,0.4079082955309117,1.3946357324767653,1.3946357324767653,1.3610966544370382,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,0
263,1.8868021140246585,-1.2600338456624747,-0.8969546517857181,-0.896954651785718,0.7361162504119325,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,12
264,-0.699819902267953,-0.20576853000250409,-0.46078461055955583,-0.46078461055955583,-0.3749600234104774,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,7
265,0.1888355143724534,0.34496708265568954,0.7619541109999658,0.7619541109999655,0.31946264772852884,-1.0772884583535287,0.6242600860227253,0,1,0,0,0,0,0,0,0,0,1,0,0,1
266,-1.6043441656340809,1.54085012728491,-0.1972020922329433,-0.1972020922329434,-0.3749600234104774,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,0,0,0,1,0,0,0,0,7
267,-0.9695902966052192,-0.8194453555359198,-1.0799893613014633,-1.0799893613014633,-0.999940427435583,-0.0016391540363787948,-1.0313827466916408,1,0,0,0,0,0,0,0,1,0,0,0,0,5
268,-0.6046068219136237,-0.11135671068967089,-0.3178670976500013,-0.31786709765000143,-0.0971909549548749,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,1,0,0,0,0,0,0,0,17
270,-0.4141806612049652,1.54085012728491,1.409052850007115,1.4090528500071149,-0.0971909549548749,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,17
271,-0.3824429677535221,0.32923177943688403,0.2613249283518773,0.26132492835187726,-1.4860362972328873,-0.0016391540363787948,0.38773968134924436,1,0,0,0,0,1,0,0,0,0,0,0,0,15
272,-1.2076229974910424,-0.7722394458795032,-1.1360907534304332,-1.1360907534304332,1.013885318867535,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,0,0,0,0,1,0,0,0,8
275,1.3313924786244045,-0.8509159619735309,-0.3003158241347929,-0.3003158241347928,1.3610966544370382,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,0,0,0,0,1,0,0,0,0
276,0.7601139964984289,-1.4331221810693355,-1.350049135330117,-1.350049135330117,0.11113584638682696,-1.0772884583535287,1.8068621093901294,0,1,0,0,0,0,0,1,0,0,0,0,0,10
278,1.4583432524301767,-0.2529744396589207,0.7920420084546088,0.7920420084546087,1.3610966544370382,1.611834802439346,0.15121927667576332,0,0,1,0,0,0,1,0,0,0,0,0,0,0
280,-0.4776560481078514,-0.9453277812863641,-1.0205448694553108,-1.0205448694553108,-1.4860362972328873,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,15
281,-0.36657412102780057,1.0215851210643274,0.9596148817783847,0.9596148817783846,-2.5276703039413966,1.611834802439346,-0.5583419373446786,0,0,1,0,0,1,0,0,0,0,0,0,0,6
282,1.6011628729616707,-1.5275340003821687,-1.4325819095980614,-1.4325819095980614,0.7361162504119325,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,12
283,2.553293676504963,-0.6148864136914479,0.6478708331511109,0.6478708331511108,0.7361162504119325,-0.5394638061949537,0.8607804906962053,0,0,0,1,0,0,0,0,1,0,0,0,0,12
287,2.220047895264811,-0.3945921686281705,0.9550181196672587,0.9550181196672585,0.7361162504119325,1.611834802439346,-0.5583419373446786,0,0,1,0,0,1,0,0,0,0,0,0,0,12
288,1.6011628729616707,-1.2442985424436692,-0.9192071592782145,-0.9192071592782144,1.3610966544370382,-1.0772884583535287,0.8607804906962053,0,1,0,0,0,0,0,0,1,0,0,0,0,0
289,0.26817974800106115,0.9586439081891053,1.5994005901541972,1.5994005901541972,-0.6527290918660799,-0.0016391540363787948,0.38773968134924436,1,0,0,0,0,0,0,0,0,0,0,0,1,2
290,0.9981466973842521,-1.4016515746317246,-1.275874110355129,-1.275874110355129,0.38890491484242945,-0.5394638061949537,1.8068621093901294,0,0,0,1,0,0,0,1,0,0,0,0,0,9
292,-1.144147610588156,0.5180554180625504,-0.2551839779528283,-0.25518397795282843,-0.3749600234104774,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,7
295,-0.8902460629766115,0.7855555727822444,0.18485152232132623,0.18485152232132612,1.013885318867535,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,1,0,0,0,0,8
296,-1.112409917136713,0.533790721281356,-0.2152757250789615,-0.2152757250789616,0.45834718195633006,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,0,0,1,0,0,0,0,4
300,-0.12854142014197745,-0.410327471846976,-0.3299858341247881,-0.32998583412478816,0.11113584638682696,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,10
301,-1.08067222368527,0.5967319341565781,-0.1423543624979169,-0.14235436249791703,0.45834718195633006,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,0,1,0,0,0,0,0,0,4
302,1.90267096075038,-0.22150383322130962,1.1192478932738519,1.119247893273852,-1.4860362972328873,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,1,0,0,0,0,0,0,0,16
304,-0.3824429677535221,-0.5519452008162258,-0.6045378983984059,-0.6045378983984059,-1.4860362972328873,-0.5394638061949537,-0.5583419373446786,0,0,0,1,0,0,0,0,0,0,0,0,1,15
305,1.6805071065902784,-1.5275340003821687,-1.4273583162899637,-1.4273583162899637,0.7361162504119325,-0.5394638061949537,-1.7409439607120827,0,0,0,1,0,0,0,0,0,0,0,1,0,12
307,-0.7156887489936745,0.7540849663446334,0.33873858117788597,0.3387385811778858,-0.0971909549548749,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,17
308,-0.43004950793068675,1.4779089144096877,1.3270424350699805,1.3270424350699803,-0.0971909549548749,-0.5394638061949537,-0.08530112799771662,0,0,0,1,0,0,1,0,0,0,0,0,0,17
309,0.5220812956126059,-1.5275340003821687,-1.5036227785881908,-1.5036227785881908,0.38890491484242945,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,9
310,-0.09680372669053436,-1.4331221810693355,-1.4403128276940462,-1.440312827694046,0.11113584638682696,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,10
312,-1.0489345302338269,-0.0012095881580321693,-0.5328701982113048,-0.5328701982113048,-1.4860362972328873,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,15
314,1.6963759533159999,-0.0012095881580321693,1.4010085163126447,1.4010085163126444,1.3610966544370382,-0.0016391540363787948,0.15121927667576332,1,0,0,0,0,0,0,0,0,0,0,0,1,0
316,-1.144147610588156,-0.5362098975974202,-0.955145481237927,-0.955145481237927,0.45834718195633006,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,1,0,0,0,0,0,0,0,4
318,1.2837859384472399,0.34496708265568954,1.6918581917075275,1.6918581917075275,1.3610966544370382,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,0,0,0,0,1,0,0,0,0
319,-0.04919718651336973,1.808350282004604,2.2017853704440298,2.2017853704440293,0.18057811350072758,-1.0772884583535287,0.8607804906962053,0,1,0,0,0,1,0,0,0,0,0,0,0,14
324,2.537424829779242,-0.23723913644011516,1.4731985758305557,1.4731985758305555,0.7361162504119325,-0.0016391540363787948,0.8607804906962053,1,0,0,0,0,1,0,0,0,0,0,0,0,12
328,-0.8585083695251684,0.3921729923121061,-0.09053631688158721,-0.0905363168815872,0.45834718195633006,-0.5394638061949537,-0.3218215326711976,0,0,0,1,0,1,0,0,0,0,0,0,0,4
329,-0.906114909702333,0.7855555727822444,0.1684494393338993,0.16844943933389914,-0.0971909549548749,1.611834802439346,0.15121927667576332,0,0,1,0,0,0,0,0,0,0,0,0,1,17
330,0.23644205454961803,-1.3701809681941135,-1.3270653247744868,-1.3270653247744868,0.11113584638682696,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,10
331,-0.04919718651336973,1.3992323983156603,1.7427359905283997,1.7427359905283992,-1.4860362972328873,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,15
332,1.9820151943789877,-0.5676805040350313,0.4852081375369469,0.485208137536947,-1.4860362972328873,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,16
334,0.8077205366755935,-1.4016515746317246,-1.2984400334461113,-1.298440033446111,1.3610966544370382,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,0,0,0,0,0,1,0,0,0,0
335,-0.5728691284621806,-0.8823865684111419,-0.9931732405208786,-0.9931732405208786,-1.4860362972328873,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,15
336,1.553556332784506,-1.181357329568447,-0.8151531805809072,-0.8151531805809074,0.38890491484242945,1.611834802439346,-1.0313827466916408,0,0,1,0,0,0,0,0,0,1,0,0,0,13
339,2.807195224116508,-0.28444504609653176,1.5272105306362864,1.5272105306362864,0.7361162504119325,-1.0772884583535287,0.15121927667576332,0,1,0,0,0,0,0,0,1,0,0,0,0,12
340,-0.7791641358965606,1.6352619465977432,0.99356823828102,0.99356823828102,0.38890491484242945,1.611834802439346,-0.3218215326711976,0,0,1,0,0,0,0,0,0,1,0,0,0,11
342,-0.3348364275763575,0.7698202695634389,0.7431491750908139,0.7431491750908136,0.11113584638682696,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,10
348,-1.0171968367823838,1.4936442176284934,0.5613681279690121,0.5613681279690118,-0.0971909549548749,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,0,0,0,0,0,0,1,17
349,-1.2393606909424855,0.7540849663446334,-0.19563501424051397,-0.19563501424051408,0.18057811350072758,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,14
350,-0.4935248948335729,0.3764376890933006,0.21190973565727259,0.21190973565727234,1.013885318867535,-0.0016391540363787948,0.15121927667576332,1,0,0,0,0,0,0,0,0,1,0,0,0,8
351,-0.23962334722202824,1.5880560369413266,1.6938431571646047,1.6938431571646047,0.18057811350072758,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,1,0,0,0,0,0,0,14
358,0.42686821525827656,-0.5204745943786148,-0.17933740311924898,-0.17933740311924895,0.11113584638682696,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,10
359,-0.5411314350107376,-0.4575333815033926,-0.5932549368529147,-0.5932549368529147,-0.999940427435583,-1.0772884583535287,-1.7409439607120827,0,1,0,0,0,0,0,0,0,0,0,1,0,5
360,0.2999174414525042,-0.15856262034608748,0.21776016016234206,0.21776016016234195,0.31946264772852884,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,1
362,2.0613594280075955,-1.5275340003821687,-1.4022850684110946,-1.4022850684110946,0.7361162504119325,1.611834802439346,-0.5583419373446786,0,0,1,0,1,0,0,0,0,0,0,0,0,12
363,2.2993921288934187,-0.7565041426606977,0.23614720860684615,0.23614720860684593,0.7361162504119325,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,1,0,0,0,0,0,0,0,12
364,1.8868021140246585,-0.03268019459564323,1.474347766358337,1.4743477663583369,0.7361162504119325,-0.5394638061949537,0.8607804906962053,0,0,0,1,0,0,0,0,0,0,0,0,1,12
365,0.49034360216116274,0.31349647621807847,0.9755990773011638,0.9755990773011639,0.38890491484242945,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,0,0,1,0,0,9
367,1.1727040113671892,-1.5275340003821687,-1.4607893134617893,-1.4607893134617893,0.38890491484242945,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,13
369,-0.19201680704486362,1.273349972565216,1.4247236299314086,1.424723629931408,0.38890491484242945,-0.0016391540363787948,-1.0313827466916408,1,0,0,0,0,0,0,0,1,0,0,0,0,11
370,-0.5093937415592945,1.5723207337225211,1.309804577153258,1.3098045771532576,0.38890491484242945,-0.0016391540363787948,-1.0313827466916408,1,0,0,0,0,0,1,0,0,0,0,0,0,11
372,0.7601139964984289,-1.5275340003821687,-1.4879519986638976,-1.4879519986638976,-1.4860362972328873,-0.0016391540363787948,-1.7409439607120827,1,0,0,0,0,0,0,0,0,0,0,1,0,16
375,-0.3983118144792437,0.21908465690524528,0.14045097920249536,0.14045097920249525,1.013885318867535,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,8
380,-0.6046068219136237,1.4779089144096877,1.096055138985898,1.0960551389858977,-2.5276703039413966,-0.0016391540363787948,-0.08530112799771662,1,0,0,0,0,0,0,0,0,1,0,0,0,6
381,-0.731557595719396,0.9429086049702997,0.48050690355965897,0.480506903559659,-2.5276703039413966,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,0,0,1,0,0,0,0,6
382,-0.9695902966052192,2.374821197881603,1.2740751989258694,1.2740751989258692,-2.5276703039413966,-1.0772884583535287,1.0973008953696874,0,1,0,0,0,0,0,0,0,0,0,0,1,6
385,-1.0330656835081053,0.36070238587449505,-0.26458644590740427,-0.2645864459074044,-0.3749600234104774,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,0,0,0,1,0,0,0,7
387,0.07775358729240262,0.6439378438129947,1.0189549017583752,1.0189549017583752,0.38890491484242945,-1.0772884583535287,-0.5583419373446786,0,1,0,0,1,0,0,0,0,0,0,0,0,11
388,-0.5728691284621806,-1.212827936006058,-1.2915448902794222,-1.2915448902794222,-0.6527290918660799,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,2
390,-0.16027911359342054,0.5809966309377725,0.7193295896058881,0.7193295896058881,0.38890491484242945,-1.0772884583535287,-0.08530112799771662,0,1,0,0,0,0,0,0,0,0,0,0,1,11
391,-0.08093487996481281,-0.8509159619735309,-0.7931096168207348,-0.7931096168207348,-0.6527290918660799,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,2
392,-0.8109018293480038,1.0845263339395494,0.5070427575647956,0.5070427575647952,0.45834718195633006,-0.5394638061949537,0.6242600860227253,0,0,0,1,0,0,0,0,0,0,1,0,0,4
393,1.870933267298937,-1.5275340003821687,-1.414821692350529,-1.414821692350529,0.7361162504119325,1.611834802439346,0.38773968134924436,0,0,1,0,0,0,1,0,0,0,0,0,0,12
395,-1.2393606909424855,0.31349647621807847,-0.4706049659787796,-0.4706049659787797,0.45834718195633006,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,0,0,0,0,0,0,0,0,1,4
397,-0.46178720138212986,-0.19003322678369855,-0.29853980241003963,-0.29853980241003975,0.45834718195633006,-1.0772884583535287,-0.08530112799771662,0,1,0,0,0,0,1,0,0,0,0,0,0,4
399,-0.12854142014197745,-0.42606277506578155,-0.34711922017534874,-0.34711922017534885,0.11113584638682696,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,1,0,0,0,0,0,0,10
401,-0.9219837564280545,1.5565854305037155,0.7356272007271532,0.735627200727153,0.18057811350072758,1.611834802439346,1.8068621093901294,0,0,1,0,0,0,0,1,0,0,0,0,0,14
402,-0.9378526031537762,0.34496708265568954,-0.19490371117738028,-0.19490371117738034,0.45834718195633006,-1.0772884583535287,0.38773968134924436,0,1,0,0,0,0,0,0,0,1,0,0,0,4
408,-0.6680822088165099,1.005849817845522,0.6046194805600615,0.6046194805600613,-0.999940427435583,1.611834802439346,-0.08530112799771662,0,0,1,0,0,0,0,0,0,0,0,0,1,5
415,0.2999174414525042,0.34496708265568954,0.8562922061442112,0.856292206144211,0.31946264772852884,-1.0772884583535287,-1.0313827466916408,0,1,0,0,0,0,0,0,0,0,0,0,1,1
418,0.8235893834013152,-1.5275340003821687,-1.4837731240174195,-1.4837731240174195,0.38890491484242945,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,1,0,0,0,0,0,0,13
419,-0.5570002817364591,2.1545269528183257,1.774495437841634,1.7744954378416338,0.38890491484242945,-0.5394638061949537,-0.5583419373446786,0,0,0,1,1,0,0,0,0,0,0,0,0,11
420,-0.2554921939477498,-0.33165095575294834,-0.31619554779141007,-0.31619554779141,0.45834718195633006,-0.5394638061949537,0.15121927667576332,0,0,0,1,0,0,0,0,0,1,0,0,0,4
423,0.34752398162966885,-0.5991511104726424,-0.31932970377626874,-0.3193297037762687,0.31946264772852884,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,1,0,0,1
424,0.23644205454961803,-0.28444504609653176,0.020935164313218804,0.02093516431321885,0.11113584638682696,1.611834802439346,0.38773968134924436,0,0,1,0,0,0,0,0,0,1,0,0,0,10
426,-0.5411314350107376,1.3205558822216326,1.0358793440766119,1.0358793440766119,-1.4860362972328873,1.611834802439346,0.6242600860227253,0,0,1,0,0,0,0,0,0,0,0,0,1,15
428,0.8235893834013152,-0.2687097428777262,0.3883627176048146,0.38836271760481444,0.38890491484242945,-0.5394638061949537,-0.7948623420181596,0,0,0,1,0,0,0,0,0,0,0,0,1,13
430,-0.2554921939477498,-0.0641508010332543,-0.039136158729905335,-0.039136158729905286,-0.6527290918660799,-0.5394638061949537,0.38773968134924436,0,0,0,1,0,0,1,0,0,0,0,0,0,2
431,0.49034360216116274,0.4079082955309117,1.1028458102864251,1.102845810286425,1.4999811886648393,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,3
432,-1.1758853040395993,-0.5047392911598092,-0.9499218879298292,-0.9499218879298292,0.45834718195633006,-0.0016391540363787948,-0.3218215326711976,1,0,0,0,0,0,0,0,0,0,0,0,1,4
433,-0.731557595719396,1.9657033141926594,1.3361314874260706,1.3361314874260706,-2.5276703039413966,-0.0016391540363787948,0.6242600860227253,1,0,0,0,0,0,0,0,1,0,0,0,0,6
434,0.5696878357897704,-1.4645927875069467,-1.4135680299565856,-1.4135680299565856,0.38890491484242945,-1.0772884583535287,-0.3218215326711976,0,1,0,0,0,0,0,0,0,1,0,0,0,9
435,0.41099936853255503,-1.055474903818003,-0.8903729242175149,-0.8903729242175149,1.4999811886648393,1.611834802439346,-1.7409439607120827,0,0,1,0,0,0,0,0,0,0,0,1,0,3
441,-0.27136104067347133,-1.0082689941615863,-1.0214851162507683,-1.0214851162507685,-0.999940427435583,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,1,0,0,0,0,0,0,0,0,5
443,-0.03332833978764819,0.36070238587449505,0.5910381379590074,0.5910381379590072,0.38890491484242945,-0.0016391540363787948,-0.5583419373446786,1,0,0,0,0,0,0,0,1,0,0,0,0,9
