Flower Name,MRP (₹),Qty Sold (kg),Weather,Customer Segment,Revenue,Profit Margin,Sale Frequency,Weather Impact Score,Customer Segment Score
Marigold,177,148,Rainy,Corporate Events,26196,5239.200000000001,284,5,7.0
Chrysanthemum,136,30,Sunny,Special Events,4080,816.0,269,10,8.0
Tulip,297,10,Windy,Marriage,2970,594.0,257,6,
Marigold,162,144,Rainy,Weddings,23328,4665.6,284,5,
Chrysanthemum,167,53,Cloudy,Corporate Events,8851,1770.2,269,7,7.0
Daisy,121,176,Windy,Special Events,21296,4259.2,285,6,8.0
Orchid,290,10,Sunny,Festivals,2900,580.0,289,10,
Lavender,201,121,Rainy,Luxury Events,24321,4864.2,284,5,
Daisy,94,127,Cloudy,Weddings,11938,2387.6,285,7,
Lily,194,137,Sunny,Temple,26578,5315.6,280,10,6.0
Daisy,143,95,Rainy,Festivals,13585,2717.0,285,5,
Jasmine,148,25,Sunny,Daily Consumers,3700,740.0,293,10,
Lily,164,80,Rainy,Festivals,13120,2624.0,280,5,
Orchid,295,39,Sunny,Temple,11505,2301.0,289,10,6.0
Rose,114,206,Sunny,High-End Customers,23484,4696.8,281,10,9.0
Daisy,113,129,Rainy,Marriage,14577,2915.4,285,5,
Orchid,323,10,Cloudy,Daily Consumers,3230,646.0,289,7,
Marigold,142,148,Rainy,Daily Consumers,21016,4203.2,284,5,
Dahlia,212,137,Windy,Weddings,29044,5808.8,300,6,
Jasmine,116,24,Windy,Daily Consumers,2784,556.8000000000001,293,6,
Lavender,177,43,Windy,Marriage,7611,1522.2,284,6,
Geranium,130,171,Sunny,Weddings,22230,4446.0,264,10,
Hibiscus,128,104,Rainy,Festivals,13312,2662.4,273,5,
Jasmine,76,151,Windy,Daily Consumers,11476,2295.2000000000003,293,6,
Calla Lily,247,13,Sunny,Daily Consumers,3211,642.2,298,10,
Calla Lily,226,19,Cloudy,Daily Consumers,4294,858.8000000000001,298,7,
Tulip,259,55,Cloudy,High-End Customers,14245,2849.0,257,7,9.0
Gerbera,84,109,Cloudy,Daily Consumers,9156,1831.2,242,7,
Carnation,191,129,Rainy,Weddings,24639,4927.8,283,5,
Daisy,117,193,Windy,Temple,22581,4516.2,285,6,6.0
Lily,223,122,Windy,Corporate Events,27206,5441.200000000001,280,6,7.0
Poppy,224,10,Rainy,Festivals,2240,448.0,284,5,
Marigold,137,244,Windy,Corporate Events,33428,6685.6,284,6,7.0
Daisy,156,86,Windy,Marriage,13416,2683.2000000000003,285,6,
Hibiscus,118,227,Rainy,Luxury Events,26786,5357.200000000001,273,5,
Dahlia,184,20,Sunny,Weddings,3680,736.0,300,10,
Carnation,194,69,Sunny,Special Events,13386,2677.2000000000003,283,10,8.0
Lily,187,89,Sunny,Marriage,16643,3328.6000000000004,280,10,
Sunflower,107,136,Rainy,Luxury Events,14552,2910.4,257,5,
Sunflower,138,191,Sunny,Weddings,26358,5271.6,257,10,
Orchid,347,10,Windy,Festivals,3470,694.0,289,6,
Poppy,224,90,Windy,Weddings,20160,4032.0,284,6,
Hibiscus,138,140,Rainy,Corporate Events,19320,3864.0,273,5,7.0
Chrysanthemum,156,103,Windy,Festivals,16068,3213.6000000000004,269,6,
Dahlia,203,133,Cloudy,Corporate Events,26999,5399.8,300,7,7.0
Daisy,98,75,Cloudy,Weddings,7350,1470.0,285,7,
Gerbera,126,232,Cloudy,Luxury Events,29232,5846.400000000001,242,7,
Lavender,208,14,Rainy,Marriage,2912,582.4,284,5,
Dahlia,198,40,Sunny,Temple,7920,1584.0,300,10,6.0
Zinnia,97,141,Rainy,Temple,13677,2735.4,277,5,6.0
Geranium,144,136,Rainy,Weddings,19584,3916.8,264,5,
Rose,106,80,Sunny,Festivals,8480,1696.0,281,10,
Chrysanthemum,111,133,Sunny,Temple,14763,2952.6000000000004,269,10,6.0
Dahlia,219,84,Cloudy,Special Events,18396,3679.2000000000003,300,7,8.0
Geranium,155,43,Cloudy,Corporate Events,6665,1333.0,264,7,7.0
Carnation,210,110,Cloudy,Weddings,23100,4620.0,283,7,
Lavender,170,130,Cloudy,Luxury Events,22100,4420.0,284,7,
Calla Lily,223,35,Windy,Daily Consumers,7805,1561.0,298,6,
Hibiscus,73,234,Rainy,Marriage,17082,3416.4,273,5,
Hibiscus,117,206,Rainy,Daily Consumers,24102,4820.400000000001,273,5,
Marigold,120,203,Sunny,High-End Customers,24360,4872.0,284,10,9.0
Marigold,129,232,Sunny,High-End Customers,29928,5985.6,284,10,9.0
Sunflower,136,145,Sunny,High-End Customers,19720,3944.0,257,10,9.0
Lily,150,73,Rainy,Festivals,10950,2190.0,280,5,
Chrysanthemum,110,116,Cloudy,Daily Consumers,12760,2552.0,269,7,
Tulip,276,48,Windy,Special Events,13248,2649.6000000000004,257,6,8.0
Calla Lily,249,72,Sunny,Temple,17928,3585.6000000000004,298,10,6.0
Jasmine,123,175,Cloudy,High-End Customers,21525,4305.0,293,7,9.0
Sunflower,117,165,Sunny,Weddings,19305,3861.0,257,10,
Rose,126,230,Windy,Temple,28980,5796.0,281,6,6.0
Zinnia,144,124,Sunny,Luxury Events,17856,3571.2000000000003,277,10,
Carnation,175,55,Windy,Festivals,9625,1925.0,283,6,
Lily,181,110,Rainy,Marriage,19910,3982.0,280,5,
Orchid,316,56,Sunny,Special Events,17696,3539.2000000000003,289,10,8.0
Marigold,168,232,Windy,Festivals,38976,7795.200000000001,284,6,
Hibiscus,91,164,Rainy,Marriage,14924,2984.8,273,5,
Tulip,300,56,Sunny,Weddings,16800,3360.0,257,10,
Jasmine,149,70,Sunny,Corporate Events,10430,2086.0,293,10,7.0
Tulip,236,95,Rainy,Marriage,22420,4484.0,257,5,
Rose,98,74,Windy,Luxury Events,7252,1450.4,281,6,
Carnation,176,190,Cloudy,Temple,33440,6688.0,283,7,6.0
Daisy,112,181,Sunny,Marriage,20272,4054.4,285,10,
Zinnia,141,207,Windy,Temple,29187,5837.400000000001,277,6,6.0
Lily,204,30,Windy,Festivals,6120,1224.0,280,6,
Dahlia,166,150,Windy,Special Events,24900,4980.0,300,6,8.0
Hibiscus,85,170,Cloudy,Luxury Events,14450,2890.0,273,7,
Rose,162,160,Cloudy,Luxury Events,25920,5184.0,281,7,
Rose,119,142,Cloudy,Luxury Events,16898,3379.6000000000004,281,7,
Hibiscus,80,183,Rainy,Temple,14640,2928.0,273,5,6.0
Daisy,138,125,Sunny,Special Events,17250,3450.0,285,10,8.0
Poppy,225,10,Rainy,Special Events,2250,450.0,284,5,8.0
Lavender,248,39,Sunny,Special Events,9672,1934.4,284,10,8.0
Gerbera,94,202,Sunny,Temple,18988,3797.6000000000004,242,10,6.0
Zinnia,144,54,Windy,Corporate Events,7776,1555.2,277,6,7.0
Carnation,188,135,Windy,Weddings,25380,5076.0,283,6,
Geranium,115,38,Sunny,High-End Customers,4370,874.0,264,10,9.0
Hibiscus,122,133,Rainy,Marriage,16226,3245.2000000000003,273,5,
Rose,122,211,Rainy,Special Events,25742,5148.400000000001,281,5,8.0
Sunflower,163,191,Sunny,Temple,31133,6226.6,257,10,6.0
Lily,229,14,Rainy,Festivals,3206,641.2,280,5,
Carnation,146,65,Windy,Festivals,9490,1898.0,283,6,
Orchid,286,10,Sunny,High-End Customers,2860,572.0,289,10,9.0
Zinnia,113,192,Rainy,Corporate Events,21696,4339.2,277,5,7.0
Marigold,124,197,Rainy,Corporate Events,24428,4885.6,284,5,7.0
Daisy,83,117,Windy,Weddings,9711,1942.2,285,6,
Lavender,244,62,Windy,Temple,15128,3025.6000000000004,284,6,6.0
Calla Lily,239,31,Rainy,Corporate Events,7409,1481.8000000000002,298,5,7.0
Marigold,130,136,Windy,Festivals,17680,3536.0,284,6,
Orchid,293,27,Sunny,High-End Customers,7911,1582.2,289,10,9.0
Zinnia,88,61,Cloudy,Weddings,5368,1073.6000000000001,277,7,
Calla Lily,253,123,Windy,Marriage,31119,6223.8,298,6,
Zinnia,84,107,Sunny,Marriage,8988,1797.6000000000001,277,10,
Carnation,197,173,Sunny,Weddings,34081,6816.200000000001,283,10,
Carnation,166,179,Windy,Festivals,29714,5942.8,283,6,
Calla Lily,262,34,Cloudy,Special Events,8908,1781.6000000000001,298,7,8.0
Hibiscus,109,195,Cloudy,Temple,21255,4251.0,273,7,6.0
Orchid,348,10,Windy,Special Events,3480,696.0,289,6,8.0
Chrysanthemum,131,18,Cloudy,Festivals,2358,471.6,269,7,
Poppy,268,39,Windy,Marriage,10452,2090.4,284,6,
Hibiscus,137,107,Windy,Corporate Events,14659,2931.8,273,6,7.0
Carnation,179,199,Cloudy,Festivals,35621,7124.200000000001,283,7,
Marigold,184,246,Cloudy,Special Events,45264,9052.800000000001,284,7,8.0
Tulip,236,98,Windy,Luxury Events,23128,4625.6,257,6,
Hibiscus,97,149,Windy,High-End Customers,14453,2890.6000000000004,273,6,9.0
Rose,165,155,Cloudy,Corporate Events,25575,5115.0,281,7,7.0
Zinnia,73,207,Windy,Daily Consumers,15111,3022.2000000000003,277,6,
Jasmine,72,108,Rainy,Luxury Events,7776,1555.2,293,5,
Lavender,244,91,Sunny,Daily Consumers,22204,4440.8,284,10,
Jasmine,118,111,Rainy,Temple,13098,2619.6000000000004,293,5,6.0
Jasmine,72,59,Windy,Daily Consumers,4248,849.6,293,6,
Carnation,132,97,Windy,Special Events,12804,2560.8,283,6,8.0
Hibiscus,106,162,Cloudy,Special Events,17172,3434.4,273,7,8.0
Orchid,333,10,Cloudy,Corporate Events,3330,666.0,289,7,7.0
Lavender,247,128,Rainy,High-End Customers,31616,6323.200000000001,284,5,9.0
Geranium,114,115,Cloudy,Weddings,13110,2622.0,264,7,
Daisy,94,147,Sunny,Festivals,13818,2763.6000000000004,285,10,
Chrysanthemum,138,130,Rainy,Weddings,17940,3588.0,269,5,
Lily,162,19,Rainy,High-End Customers,3078,615.6,280,5,9.0
Lavender,225,43,Rainy,Special Events,9675,1935.0,284,5,8.0
Tulip,265,10,Sunny,High-End Customers,2650,530.0,257,10,9.0
Gerbera,129,192,Windy,Marriage,24768,4953.6,242,6,
Zinnia,134,77,Sunny,Marriage,10318,2063.6,277,10,
Poppy,245,43,Windy,Daily Consumers,10535,2107.0,284,6,
Zinnia,99,182,Rainy,High-End Customers,18018,3603.6000000000004,277,5,9.0
Hibiscus,70,117,Cloudy,Daily Consumers,8190,1638.0,273,7,
Zinnia,114,148,Cloudy,Temple,16872,3374.4,277,7,6.0
Chrysanthemum,120,170,Cloudy,Weddings,20400,4080.0,269,7,
Lily,186,156,Rainy,Weddings,29016,5803.200000000001,280,5,
Dahlia,212,75,Rainy,Luxury Events,15900,3180.0,300,5,
Dahlia,170,10,Cloudy,Luxury Events,1700,340.0,300,7,
Jasmine,120,30,Sunny,Marriage,3600,720.0,293,10,
Tulip,284,10,Rainy,Temple,2840,568.0,257,5,6.0
Jasmine,74,22,Cloudy,Marriage,1628,325.6,293,7,
Sunflower,111,169,Sunny,Luxury Events,18759,3751.8,257,10,
Lily,153,11,Sunny,Temple,1683,336.6,280,10,6.0
Tulip,240,10,Rainy,Weddings,2400,480.0,257,5,
Sunflower,154,116,Rainy,Temple,17864,3572.8,257,5,6.0
Tulip,293,10,Sunny,High-End Customers,2930,586.0,257,10,9.0
Rose,124,106,Cloudy,Marriage,13144,2628.8,281,7,
Dahlia,163,43,Cloudy,Weddings,7009,1401.8000000000002,300,7,
Poppy,220,10,Sunny,Daily Consumers,2200,440.0,284,10,
Jasmine,148,45,Cloudy,Corporate Events,6660,1332.0,293,7,7.0
Tulip,251,10,Cloudy,Marriage,2510,502.0,257,7,
Dahlia,149,79,Rainy,Luxury Events,11771,2354.2000000000003,300,5,
Rose,142,120,Rainy,Luxury Events,17040,3408.0,281,5,
Rose,108,213,Windy,Temple,23004,4600.8,281,6,6.0
Lily,186,47,Windy,Festivals,8742,1748.4,280,6,
Jasmine,72,64,Windy,Corporate Events,4608,921.6,293,6,7.0
Poppy,268,10,Rainy,Temple,2680,536.0,284,5,6.0
Lavender,201,77,Windy,High-End Customers,15477,3095.4,284,6,9.0
Orchid,317,68,Sunny,Temple,21556,4311.2,289,10,6.0
Tulip,282,129,Rainy,Special Events,36378,7275.6,257,5,8.0
Chrysanthemum,171,56,Rainy,Special Events,9576,1915.2,269,5,8.0
Calla Lily,261,59,Rainy,Weddings,15399,3079.8,298,5,
Zinnia,83,153,Cloudy,Festivals,12699,2539.8,277,7,
Poppy,255,33,Rainy,Weddings,8415,1683.0,284,5,
Marigold,133,149,Windy,Corporate Events,19817,3963.4,284,6,7.0
Hibiscus,116,111,Sunny,Festivals,12876,2575.2000000000003,273,10,
Daisy,156,121,Windy,High-End Customers,18876,3775.2000000000003,285,6,9.0
Hibiscus,97,220,Sunny,Luxury Events,21340,4268.0,273,10,
Rose,150,217,Rainy,Special Events,32550,6510.0,281,5,8.0
Marigold,171,261,Rainy,Luxury Events,44631,8926.2,284,5,
Rose,121,119,Windy,Weddings,14399,2879.8,281,6,
Rose,131,175,Rainy,High-End Customers,22925,4585.0,281,5,9.0
Poppy,231,10,Windy,High-End Customers,2310,462.0,284,6,9.0
Poppy,204,71,Windy,Luxury Events,14484,2896.8,284,6,
Calla Lily,261,125,Rainy,Marriage,32625,6525.0,298,5,
Lavender,233,10,Rainy,Marriage,2330,466.0,284,5,
Lavender,196,98,Cloudy,Temple,19208,3841.6000000000004,284,7,6.0
Calla Lily,298,10,Sunny,Special Events,2980,596.0,298,10,8.0
Sunflower,180,103,Rainy,Corporate Events,18540,3708.0,257,5,7.0
Rose,119,161,Sunny,Daily Consumers,19159,3831.8,281,10,
Hibiscus,139,123,Sunny,Corporate Events,17097,3419.4,273,10,7.0
Carnation,174,94,Cloudy,High-End Customers,16356,3271.2000000000003,283,7,9.0
Hibiscus,75,225,Rainy,Festivals,16875,3375.0,273,5,
Hibiscus,64,183,Rainy,Daily Consumers,11712,2342.4,273,5,
Orchid,332,10,Cloudy,Weddings,3320,664.0,289,7,
Carnation,166,142,Rainy,Temple,23572,4714.400000000001,283,5,6.0
Dahlia,198,49,Cloudy,Temple,9702,1940.4,300,7,6.0
Carnation,154,64,Windy,Corporate Events,9856,1971.2,283,6,7.0
Geranium,186,44,Rainy,Marriage,8184,1636.8000000000002,264,5,
Hibiscus,84,148,Cloudy,Marriage,12432,2486.4,273,7,
Rose,109,200,Cloudy,Weddings,21800,4360.0,281,7,
Hibiscus,60,221,Rainy,Marriage,13260,2652.0,273,5,
Orchid,278,71,Cloudy,Temple,19738,3947.6000000000004,289,7,6.0
Orchid,287,74,Rainy,Weddings,21238,4247.6,289,5,
Carnation,195,121,Rainy,Weddings,23595,4719.0,283,5,
Rose,164,211,Windy,Temple,34604,6920.8,281,6,6.0
Lavender,250,10,Cloudy,High-End Customers,2500,500.0,284,7,9.0
Chrysanthemum,113,149,Rainy,Temple,16837,3367.4,269,5,6.0
Lavender,247,92,Cloudy,Marriage,22724,4544.8,284,7,
Calla Lily,271,77,Sunny,Special Events,20867,4173.400000000001,298,10,8.0
Marigold,191,237,Windy,Marriage,45267,9053.4,284,6,
Carnation,153,154,Sunny,Marriage,23562,4712.400000000001,283,10,
Geranium,180,45,Windy,Special Events,8100,1620.0,264,6,8.0
Chrysanthemum,190,21,Windy,Daily Consumers,3990,798.0,269,6,
Rose,111,171,Rainy,Marriage,18981,3796.2000000000003,281,5,
Geranium,165,73,Sunny,Weddings,12045,2409.0,264,10,
Rose,94,182,Rainy,Daily Consumers,17108,3421.6000000000004,281,5,
Chrysanthemum,113,74,Cloudy,Special Events,8362,1672.4,269,7,8.0
Daisy,155,195,Sunny,Special Events,30225,6045.0,285,10,8.0
Sunflower,160,68,Windy,Temple,10880,2176.0,257,6,6.0
Tulip,252,10,Cloudy,Weddings,2520,504.0,257,7,
Marigold,188,264,Rainy,Weddings,49632,9926.400000000001,284,5,
Calla Lily,260,113,Windy,Marriage,29380,5876.0,298,6,
Hibiscus,138,232,Cloudy,Festivals,32016,6403.200000000001,273,7,
Jasmine,126,115,Windy,Luxury Events,14490,2898.0,293,6,
Calla Lily,237,78,Sunny,High-End Customers,18486,3697.2000000000003,298,10,9.0
Marigold,184,237,Cloudy,Corporate Events,43608,8721.6,284,7,7.0
Hibiscus,110,196,Cloudy,High-End Customers,21560,4312.0,273,7,9.0
Jasmine,106,21,Cloudy,Temple,2226,445.20000000000005,293,7,6.0
Chrysanthemum,148,101,Rainy,Luxury Events,14948,2989.6000000000004,269,5,
Hibiscus,125,98,Rainy,Temple,12250,2450.0,273,5,6.0
Daisy,126,164,Sunny,Temple,20664,4132.8,285,10,6.0
Orchid,305,10,Rainy,Daily Consumers,3050,610.0,289,5,
Calla Lily,222,11,Cloudy,Corporate Events,2442,488.40000000000003,298,7,7.0
Lavender,176,10,Cloudy,Daily Consumers,1760,352.0,284,7,
Gerbera,96,142,Cloudy,Luxury Events,13632,2726.4,242,7,
Daisy,113,99,Windy,Special Events,11187,2237.4,285,6,8.0
Dahlia,210,30,Rainy,Luxury Events,6300,1260.0,300,5,
Geranium,143,30,Windy,Marriage,4290,858.0,264,6,
Dahlia,191,125,Windy,Special Events,23875,4775.0,300,6,8.0
Lily,151,61,Rainy,Weddings,9211,1842.2,280,5,
Hibiscus,134,236,Cloudy,Weddings,31624,6324.8,273,7,
Lily,171,100,Sunny,High-End Customers,17100,3420.0,280,10,9.0
Lily,209,139,Cloudy,Luxury Events,29051,5810.200000000001,280,7,
Rose,135,133,Sunny,Festivals,17955,3591.0,281,10,
Jasmine,107,171,Cloudy,Luxury Events,18297,3659.4,293,7,
Lavender,222,35,Rainy,Marriage,7770,1554.0,284,5,
Carnation,201,167,Rainy,Temple,33567,6713.400000000001,283,5,6.0
Sunflower,118,177,Cloudy,Corporate Events,20886,4177.2,257,7,7.0
Orchid,284,89,Sunny,Weddings,25276,5055.200000000001,289,10,
Dahlia,214,20,Windy,Luxury Events,4280,856.0,300,6,
Sunflower,136,196,Rainy,Special Events,26656,5331.200000000001,257,5,8.0
Gerbera,148,226,Rainy,Festivals,33448,6689.6,242,5,
Tulip,250,46,Rainy,Festivals,11500,2300.0,257,5,
Gerbera,147,184,Windy,Marriage,27048,5409.6,242,6,
Dahlia,179,118,Windy,High-End Customers,21122,4224.400000000001,300,6,9.0
Hibiscus,71,167,Windy,Luxury Events,11857,2371.4,273,6,
Rose,90,222,Sunny,Festivals,19980,3996.0,281,10,
Dahlia,162,148,Cloudy,Marriage,23976,4795.2,300,7,
Sunflower,173,186,Windy,Weddings,32178,6435.6,257,6,
Dahlia,216,50,Sunny,Weddings,10800,2160.0,300,10,
Lavender,214,10,Sunny,High-End Customers,2140,428.0,284,10,9.0
Calla Lily,238,80,Rainy,Marriage,19040,3808.0,298,5,
Zinnia,144,60,Rainy,Corporate Events,8640,1728.0,277,5,7.0
Dahlia,178,64,Rainy,Weddings,11392,2278.4,300,5,
Calla Lily,279,82,Rainy,Daily Consumers,22878,4575.6,298,5,
Jasmine,75,32,Sunny,Weddings,2400,480.0,293,10,
Calla Lily,280,76,Sunny,Daily Consumers,21280,4256.0,298,10,
Lavender,250,127,Windy,Festivals,31750,6350.0,284,6,
Daisy,116,113,Rainy,Daily Consumers,13108,2621.6000000000004,285,5,
Marigold,160,272,Windy,Daily Consumers,43520,8704.0,284,6,
Rose,111,176,Cloudy,Special Events,19536,3907.2000000000003,281,7,8.0
Daisy,160,83,Rainy,Luxury Events,13280,2656.0,285,5,
Carnation,137,72,Sunny,Daily Consumers,9864,1972.8000000000002,283,10,
Dahlia,165,88,Rainy,Special Events,14520,2904.0,300,5,8.0
Lily,200,75,Cloudy,Luxury Events,15000,3000.0,280,7,
Hibiscus,90,210,Cloudy,Daily Consumers,18900,3780.0,273,7,
Gerbera,139,245,Sunny,Marriage,34055,6811.0,242,10,
Chrysanthemum,150,44,Sunny,Marriage,6600,1320.0,269,10,
Zinnia,123,85,Sunny,Temple,10455,2091.0,277,10,6.0
Zinnia,74,86,Rainy,Festivals,6364,1272.8000000000002,277,5,
Calla Lily,242,78,Rainy,Daily Consumers,18876,3775.2000000000003,298,5,
Marigold,189,153,Sunny,High-End Customers,28917,5783.400000000001,284,10,9.0
Hibiscus,120,153,Cloudy,Festivals,18360,3672.0,273,7,
Marigold,139,216,Cloudy,Daily Consumers,30024,6004.8,284,7,
Jasmine,79,144,Cloudy,Temple,11376,2275.2000000000003,293,7,6.0
Poppy,231,72,Rainy,High-End Customers,16632,3326.4,284,5,9.0
Sunflower,171,53,Rainy,Luxury Events,9063,1812.6000000000001,257,5,
Daisy,134,210,Cloudy,High-End Customers,28140,5628.0,285,7,9.0
Zinnia,85,112,Windy,Marriage,9520,1904.0,277,6,
Poppy,259,64,Rainy,Luxury Events,16576,3315.2000000000003,284,5,
Marigold,187,137,Rainy,Luxury Events,25619,5123.8,284,5,
Rose,123,168,Sunny,Festivals,20664,4132.8,281,10,
Jasmine,71,111,Windy,Luxury Events,7881,1576.2,293,6,
Rose,122,124,Sunny,Corporate Events,15128,3025.6000000000004,281,10,7.0
Orchid,305,40,Rainy,Festivals,12200,2440.0,289,5,
Chrysanthemum,130,131,Rainy,Corporate Events,17030,3406.0,269,5,7.0
Carnation,155,195,Sunny,Weddings,30225,6045.0,283,10,
Jasmine,133,52,Rainy,Festivals,6916,1383.2,293,5,
Chrysanthemum,182,10,Rainy,Corporate Events,1820,364.0,269,5,7.0
Carnation,199,68,Windy,Festivals,13532,2706.4,283,6,
Marigold,190,268,Rainy,Temple,50920,10184.0,284,5,6.0
Zinnia,141,117,Windy,Weddings,16497,3299.4,277,6,
Dahlia,171,10,Windy,Luxury Events,1710,342.0,300,6,
Rose,98,114,Cloudy,Temple,11172,2234.4,281,7,6.0
Gerbera,151,260,Sunny,Festivals,39260,7852.0,242,10,
Zinnia,121,150,Rainy,Festivals,18150,3630.0,277,5,
Hibiscus,113,100,Windy,Marriage,11300,2260.0,273,6,
Orchid,285,10,Cloudy,Marriage,2850,570.0,289,7,
Orchid,295,71,Windy,Weddings,20945,4189.0,289,6,
Jasmine,131,96,Rainy,High-End Customers,12576,2515.2000000000003,293,5,9.0
Gerbera,155,215,Sunny,Daily Consumers,33325,6665.0,242,10,
Zinnia,117,75,Sunny,Corporate Events,8775,1755.0,277,10,7.0
Marigold,168,208,Rainy,Corporate Events,34944,6988.8,284,5,7.0
Hibiscus,119,220,Sunny,Daily Consumers,26180,5236.0,273,10,
Sunflower,155,53,Sunny,Temple,8215,1643.0,257,10,6.0
Tulip,236,13,Windy,Daily Consumers,3068,613.6,257,6,
Carnation,133,151,Rainy,Temple,20083,4016.6000000000004,283,5,6.0
Dahlia,156,126,Windy,Marriage,19656,3931.2000000000003,300,6,
Daisy,92,79,Cloudy,Weddings,7268,1453.6000000000001,285,7,
Poppy,233,50,Cloudy,Corporate Events,11650,2330.0,284,7,7.0
Marigold,198,223,Sunny,Special Events,44154,8830.800000000001,284,10,8.0
Marigold,190,224,Cloudy,Temple,42560,8512.0,284,7,6.0
Geranium,134,62,Windy,Weddings,8308,1661.6000000000001,264,6,
Dahlia,214,149,Rainy,High-End Customers,31886,6377.200000000001,300,5,9.0
Dahlia,182,93,Sunny,Festivals,16926,3385.2000000000003,300,10,
Daisy,102,112,Sunny,Special Events,11424,2284.8,285,10,8.0
Marigold,171,193,Sunny,Luxury Events,33003,6600.6,284,10,
Dahlia,186,10,Sunny,Special Events,1860,372.0,300,10,8.0
Dahlia,207,80,Rainy,Festivals,16560,3312.0,300,5,
Sunflower,107,98,Sunny,Luxury Events,10486,2097.2000000000003,257,10,
Lily,179,158,Rainy,Corporate Events,28282,5656.400000000001,280,5,7.0
Dahlia,158,10,Windy,High-End Customers,1580,316.0,300,6,9.0
Marigold,179,226,Sunny,Luxury Events,40454,8090.8,284,10,
Poppy,217,69,Sunny,Corporate Events,14973,2994.6000000000004,284,10,7.0
Orchid,270,10,Windy,Corporate Events,2700,540.0,289,6,7.0
Jasmine,71,144,Windy,Special Events,10224,2044.8000000000002,293,6,8.0
Geranium,157,113,Sunny,Festivals,17741,3548.2000000000003,264,10,
Lavender,173,10,Windy,Festivals,1730,346.0,284,6,
Jasmine,127,39,Rainy,Festivals,4953,990.6,293,5,
Gerbera,154,170,Sunny,Festivals,26180,5236.0,242,10,
Rose,93,113,Cloudy,Festivals,10509,2101.8,281,7,
Poppy,253,73,Cloudy,Corporate Events,18469,3693.8,284,7,7.0
Lavender,181,111,Cloudy,Temple,20091,4018.2000000000003,284,7,6.0
Chrysanthemum,112,55,Sunny,Festivals,6160,1232.0,269,10,
Orchid,285,10,Sunny,Daily Consumers,2850,570.0,289,10,
Orchid,305,10,Sunny,Marriage,3050,610.0,289,10,
Orchid,293,10,Cloudy,Special Events,2930,586.0,289,7,8.0
Tulip,263,110,Windy,High-End Customers,28930,5786.0,257,6,9.0
Gerbera,125,233,Cloudy,Weddings,29125,5825.0,242,7,
Zinnia,144,171,Windy,Weddings,24624,4924.8,277,6,
Dahlia,202,18,Sunny,Luxury Events,3636,727.2,300,10,
Rose,92,165,Sunny,Weddings,15180,3036.0,281,10,
Poppy,237,113,Sunny,Corporate Events,26781,5356.200000000001,284,10,7.0
Calla Lily,293,33,Cloudy,High-End Customers,9669,1933.8000000000002,298,7,9.0
Geranium,174,108,Windy,Special Events,18792,3758.4,264,6,8.0
Daisy,150,169,Rainy,Special Events,25350,5070.0,285,5,8.0
Calla Lily,231,30,Sunny,Daily Consumers,6930,1386.0,298,10,
Carnation,171,185,Rainy,Daily Consumers,31635,6327.0,283,5,
Hibiscus,138,128,Cloudy,Temple,17664,3532.8,273,7,6.0
Zinnia,97,163,Sunny,Corporate Events,15811,3162.2000000000003,277,10,7.0
Lily,224,64,Rainy,High-End Customers,14336,2867.2000000000003,280,5,9.0
Rose,154,171,Rainy,Luxury Events,26334,5266.8,281,5,
Geranium,163,188,Cloudy,Temple,30644,6128.8,264,7,6.0
